Id,SalePrice
1461,119157.13594261724
1462,120851.67044537982
1463,168218.0234446545
1464,195638.18856968288
1465,181909.36779836038
1466,176623.72172660005
1467,197373.49941004213
1468,172675.46155989353
1469,198148.4373951227
1470,118558.88982168071
1471,196833.8010410613
1472,109976.05460172483
1473,100460.71316603695
1474,156892.28562160232
1475,123095.89724177617
1476,318484.35287002946
1477,237141.25862063977
1478,278340.2539004076
1479,261342.23736406607
1480,420204.1975339157
1481,296528.6662696007
1482,200837.59814840634
1483,167684.52796280826
1484,163146.33403655834
1485,206221.5875164465
1486,205762.82431279347
1487,312027.98037898354
1488,250903.98540064393
1489,174727.30557447716
1490,218135.08351175472
1491,195873.8690841392
1492,96763.0834981722
1493,226547.51667204013
1494,290700.72495105973
1495,286634.0661132534
1496,209214.895705596
1497,163752.5894972607
1498,153138.32956979657
1499,165514.29274611964
1500,152615.87501616727
1501,156793.72848921415
1502,150264.8228465623
1503,289383.77371963824
1504,247224.26159209406
1505,220811.94374727868
1506,186511.38619412115
1507,237923.46577019073
1508,186613.85598752898
1509,157927.79930291668
1510,136886.45255274329
1511,138885.35476791646
1512,168421.9785160215
1513,143553.34972563616
1514,144223.86316499484
1515,190893.2044484292
1516,147694.40251581068
1517,157354.34294451415
1518,127302.78263616332
1519,214415.8358715533
1520,119207.40943741612
1521,112174.68967671614
1522,187012.99924383793
1523,96403.72754955193
1524,113861.55675644315
1525,109931.19060989871
1526,97968.63421289022
1527,104614.2422227495
1528,153898.86676514536
1529,131846.12014707024
1530,221070.765415655
1531,113597.22402169158
1532,107005.88358903726
1533,150695.69610442803
1534,128144.79251871767
1535,143778.91502593437
1536,107515.65850235222
1537,74407.7919420388
1538,168862.5052742424
1539,193703.6625326151
1540,84615.63554284323
1541,139644.6605475495
1542,131167.39858672436
1543,175238.4150963762
1544,97095.98157401136
1545,126609.85195072954
1546,144059.87965203807
1547,136120.67646810084
1548,134428.53185749758
1549,121009.47833092329
1550,126908.80166707713
1551,123712.11924768909
1552,133682.7722162465
1553,139598.7596458852
1554,127233.45436065164
1555,144257.46564656936
1556,93157.75268990353
1557,86039.5480562388
1558,102659.41707932613
1559,77522.72922959313
1560,120570.9539349619
1561,113712.8343823602
1562,133393.1690508586
1563,116735.56589576059
1564,153257.52764436856
1565,146396.3479788547
1566,242404.187686801
1567,84377.84104779141
1568,204098.98883363485
1569,106422.51224542456
1570,149215.36826740124
1571,125357.54860414678
1572,139327.97221547845
1573,232532.74728941132
1574,118999.59808728781
1575,224939.64740451155
1576,257294.39095281457
1577,183871.15970879357
1578,135356.08420530308
1579,135163.94950967707
1580,202440.06088538433
1581,159810.25356982215
1582,132987.06350091178
1583,316870.7802287189
1584,226608.19870458747
1585,141125.0594014908
1586,86081.40087320413
1587,109027.01851574043
1588,141657.86878945716
1589,104829.06024241884
1590,140879.44891803217
1591,85688.10796210053
1592,118569.13595463122
1593,141055.13639356825
1594,123536.12758281888
1595,97164.49838569379
1596,201028.17081611988
1597,155460.51541456956
1598,204374.20171494514
1599,187832.8792930815
1600,178488.24455069218
1601,67770.9355010892
1602,114940.02511699998
1603,91290.06709973063
1604,246842.31547858287
1605,270178.7539326393
1606,174334.9725088076
1607,173013.30145741376
1608,232766.84731190256
1609,182054.23264010457
1610,155095.6728030053
1611,148003.182656407
1612,158757.01685822767
1613,172756.00593068454
1614,133314.32651362463
1615,92608.47821988225
1616,80631.15227682739
1617,98611.91172363651
1618,124862.91202777778
1619,152572.56774226393
1620,166062.64377289335
1621,137120.06368837735
1622,136480.38873818403
1623,286935.3536754762
1624,199909.3610889348
1625,115168.99086943468
1626,178756.53296765994
1627,186026.40777127535
1628,282478.74170398386
1629,190503.14955795536
1630,299780.303282349
1631,202361.786238162
1632,214432.86031487343
1633,189682.4791933956
1634,196780.28358431367
1635,188249.53231665338
1636,167725.45106408748
1637,189290.26246691964
1638,206803.77134484545
1639,189935.81953940814
1640,255555.31253778844
1641,181770.6443060934
1642,227468.5925558039
1643,223473.76406349154
1644,234662.6590470194
1645,241296.86767300148
1646,171609.34162364024
1647,169745.49282210236
1648,128894.92365145795
1649,137714.03940079396
1650,124900.80781983674
1651,127331.20043225723
1652,116881.00811477788
1653,121865.71047118295
1654,154937.68807499498
1655,153826.71815734927
1656,148283.2622137648
1657,158109.67977015048
1658,151314.5727560554
1659,132894.55578140245
1660,147351.80693772758
1661,432733.3403851983
1662,352736.83362903656
1663,333341.93097530835
1664,505456.41943538684
1665,291517.52686550206
1666,298439.42871990165
1667,342908.60955398704
1668,322354.47686967126
1669,295024.63302191044
1670,319840.33240904106
1671,238917.1240387038
1672,394311.6842334829
1673,296688.02200190764
1674,254963.71128196755
1675,172256.72703806357
1676,180256.89322334103
1677,200516.1562876853
1678,413530.8279321487
1679,324480.2108039277
1680,272855.2041836261
1681,225138.58798405516
1682,280019.06232634897
1683,184555.18095274945
1684,201803.82841997832
1685,181786.4653382625
1686,175511.54567729856
1687,188964.52560796423
1688,203949.4397705546
1689,208052.7984402329
1690,215137.297606698
1691,207570.99981002213
1692,282340.87309361435
1693,179823.18718001098
1694,194767.98780669583
1695,185084.54028377854
1696,283683.23541360087
1697,193301.57045916625
1698,354945.4506844249
1699,307805.8562941557
1700,245731.22305887233
1701,261401.00491521653
1702,250330.75548629547
1703,268147.12581751077
1704,279840.8377615768
1705,230852.72348338334
1706,396109.5717513146
1707,188846.905027345
1708,197052.07915463392
1709,273849.57361293654
1710,216620.94900237667
1711,279428.0447681471
1712,244565.75009831632
1713,262317.91972817254
1714,217452.3156586202
1715,202918.73842815298
1716,185689.29785104556
1717,196834.40349026927
1718,133289.12675585857
1719,196572.4784840711
1720,238309.23496650843
1721,182909.66986726853
1722,124287.60676225155
1723,163991.1308637451
1724,208629.93827272937
1725,236088.25571415483
1726,187156.42968657968
1727,144695.5398020635
1728,197155.1885953292
1729,166562.93734072812
1730,180906.44512257085
1731,128051.10885839944
1732,125467.88687101469
1733,108711.78622759797
1734,116578.2155045153
1735,138808.68949446862
1736,114733.7127323155
1737,377905.0275559763
1738,252552.06915643677
1739,262659.3743660333
1740,181227.7993046252
1741,173408.86747761877
1742,158664.5466717179
1743,178889.55083478725
1744,310980.7874048188
1745,196896.9988102438
1746,211928.45381960183
1747,225312.80008446478
1748,227597.96956270334
1749,150538.36644430613
1750,136953.59958466457
1751,269968.9763120007
1752,113752.74506059557
1753,142889.38669861652
1754,216120.03677577866
1755,150350.91503270902
1756,142671.44663267414
1757,113148.59706575786
1758,143973.80388675974
1759,167314.0125282739
1760,172205.51439505606
1761,160761.19345870445
1762,168577.72492900633
1763,166337.63393698802
1764,110452.77732190568
1765,169784.0826354536
1766,196802.91002075656
1767,253335.93101702604
1768,132504.5306660091
1769,186486.275399618
1770,161301.3123685797
1771,116990.52193212886
1772,121967.38731402747
1773,124275.94965629306
1774,127925.26758194584
1775,136998.69961972695
1776,129072.32571681419
1777,106156.22287700501
1778,137047.4221215316
1779,118579.46237962392
1780,197542.8400223023
1781,116052.57453538476
1782,83392.64338846176
1783,149376.59432704232
1784,101057.05909824757
1785,110471.45470761172
1786,166520.3198077653
1787,166859.18362645325
1788,63439.80262263653
1789,104790.23329481833
1790,74104.15208594107
1791,203066.8875363119
1792,156803.44850488575
1793,152002.80658894396
1794,173435.5053402028
1795,121133.85142950236
1796,127520.94562379649
1797,135923.30306100537
1798,111257.8551689074
1799,113040.03450753745
1800,112473.77077862537
1801,117525.67650362122
1802,161773.40550066982
1803,146943.01823097692
1804,135025.21379994162
1805,142044.03331550315
1806,135915.97261774103
1807,148169.91566749717
1808,126403.6747174133
1809,110254.59809853844
1810,142398.7698389981
1811,83544.81810965533
1812,92869.45771065711
1813,121560.66746795324
1814,97696.65421950002
1815,65830.17055951727
1816,101550.60714543611
1817,99370.74177003435
1818,125204.45292079759
1819,132134.4256643752
1820,70412.56106451407
1821,127135.60029694709
1822,157627.1119563352
1823,59918.937693883374
1824,128600.45732957595
1825,131809.8744255232
1826,96499.50269609281
1827,106872.29538021682
1828,131281.88818851364
1829,151599.8023707794
1830,140991.59811388512
1831,160611.18944057368
1832,90094.3822127969
1833,143826.77814595736
1834,126372.57771705123
1835,118771.80764172843
1836,121740.59322280354
1837,89233.25865398497
1838,124778.43764884544
1839,110808.89900211396
1840,148405.67561348612
1841,133231.29071948095
1842,99790.67783101572
1843,125917.11117467715
1844,136905.88468662894
1845,138963.77912942928
1846,143209.04954862988
1847,143938.73492577331
1848,57922.541401356924
1849,118920.79106531043
1850,114086.72711501924
1851,141189.658893975
1852,130569.34523590362
1853,120303.3788838851
1854,174045.64329518232
1855,155362.40486970646
1856,237677.91505025048
1857,132593.06034423868
1858,148010.28937497805
1859,131827.85341630856
1860,162697.1041061958
1861,131293.04361726975
1862,391845.556643345
1863,387602.1687435694
1864,386361.7464189843
1865,322678.6473531784
1866,327087.0589431551
1867,248878.998083886
1868,278974.54014788126
1869,219675.6767158628
1870,236896.12118843934
1871,248930.5213754142
1872,178207.5344762802
1873,220434.38209181378
1874,152277.9896014088
1875,204544.10638076183
1876,200982.50499422682
1877,210844.476998326
1878,212403.7517031872
1879,115509.55408883664
1880,144462.3090673342
1881,245543.3885760917
1882,247109.002695412
1883,190065.37386684568
1884,199262.56409559425
1885,236980.94458868253
1886,264802.6692698128
1887,228030.17298266073
1888,297781.16407774546
1889,175297.5534484461
1890,116112.37128246865
1891,143879.40605286317
1892,94882.3418113117
1893,124954.32136553105
1894,112867.0790067742
1895,127154.43752460639
1896,123058.10016375218
1897,115171.98195892882
1898,124351.54514743717
1899,156709.16215319422
1900,150121.20341891816
1901,154457.2341870705
1902,122068.8471673574
1903,207952.9269579117
1904,130294.65167872347
1905,183908.15302674967
1906,159490.0000492889
1907,181307.75746272667
1908,135962.4419062053
1909,159216.59400744288
1910,143213.68038495962
1911,207177.4995046102
1912,321683.8630917795
1913,154566.33125237367
1914,82554.09593574899
1915,247762.23235286935
1916,61436.57629334771
1917,262048.52654499668
1918,142471.96832743322
1919,200562.3740705527
1920,164935.11501675023
1921,341304.2790416233
1922,288042.24417884194
1923,214447.69598164668
1924,218440.80998521225
1925,208421.9067196014
1926,341760.7614099776
1927,124000.62460617255
1928,153440.95045312843
1929,117453.8933912616
1930,133781.44824081942
1931,146997.6341028238
1932,139909.6127297219
1933,166483.53985813746
1934,180864.87692151495
1935,178200.82852583184
1936,175987.26189214387
1937,187287.53423698546
1938,172005.0620805023
1939,224211.39033140434
1940,185050.56415355016
1941,180294.36512600907
1942,183704.66551691
1943,199600.42740889284
1944,303550.94118788355
1945,333161.5142612598
1946,148207.85024410507
1947,261069.9468689797
1948,175907.51731527565
1949,240367.80938442462
1950,205944.05779145483
1951,254662.80149283187
1952,213178.66441972638
1953,178544.78052002063
1954,204532.77712806582
1955,133562.7871997651
1956,363903.43348143116
1957,159693.27094171842
1958,316748.120692054
1959,143108.47789224723
1960,103396.15629219616
1961,129016.36408799147
1962,111439.48576882522
1963,119421.21943806318
1964,112587.47133820687
1965,149340.15935348117
1966,149649.4856307081
1967,263169.9415418071
1968,364889.1720429467
1969,320244.1423916693
1970,378209.78669976024
1971,478043.8234266042
1972,348295.740752616
1973,276950.55400865624
1974,310356.4997706079
1975,437275.88952947815
1976,274297.3217828826
1977,310820.94318847003
1978,310819.01563720056
1979,294268.73726840084
1980,173487.91298859695
1981,288082.36820591084
1982,216946.3108441165
1983,197209.60404773307
1984,172983.97640935204
1985,238385.60350187443
1986,232684.3489796197
1987,191868.20945276637
1988,181079.88917070493
1989,204616.34059620523
1990,219859.7328650551
1991,213954.5767013139
1992,212695.0713494
1993,189409.60872482613
1994,237408.39648387648
1995,194998.04588971645
1996,230934.5574506808
1997,289803.53916727385
1998,279873.71708805434
1999,268804.31061623956
2000,302351.53226050566
2001,270829.1972397814
2002,252327.49380279004
2003,265627.4383780437
2004,281931.03952325915
2005,222123.25075184708
2006,211194.75256109273
2007,254671.68501852168
2008,200193.94731458486
2009,195203.20549842797
2010,199321.6368953701
2011,142970.16563357253
2012,179094.64624080656
2013,165367.93826477957
2014,178826.50457714172
2015,187526.69255574793
2016,190600.51862523897
2017,192013.7951848267
2018,125270.02260551685
2019,146634.55741769695
2020,100792.95154590895
2021,104036.02324942203
2022,183686.26221808564
2023,143275.55706345104
2024,264560.40063930827
2025,331289.2209291338
2026,164779.6579505302
2027,155729.15207102377
2028,159724.3975265342
2029,165780.32741950543
2030,250071.07596203356
2031,235155.79083281968
2032,238262.17094901658
2033,240234.19453349116
2034,176022.8218550706
2035,219754.7277305468
2036,211761.2030577768
2037,213521.5802948587
2038,311418.25143356906
2039,207640.40347656296
2040,303437.3301967289
2041,293323.3530628793
2042,203221.31165367027
2043,169929.2773066001
2044,190647.90324910975
2045,212919.62150235477
2046,137537.86340316667
2047,136956.2980713277
2048,150614.537969918
2049,140255.11602144164
2050,172904.1080319784
2051,113156.56837484502
2052,135621.8224943845
2053,143860.9848370126
2054,90726.82713602573
2055,139553.07345482573
2056,152215.98643738104
2057,106824.99014080233
2058,196088.41886408394
2059,131492.49371821596
2060,176124.36414484202
2061,177468.60464248783
2062,117176.99143280757
2063,111456.46774701696
2064,126116.2046341432
2065,111941.47962590955
2066,165052.20186390946
2067,132487.21005943217
2068,134490.93704846318
2069,92626.78367073822
2070,110896.0625698476
2071,95643.3057804892
2072,150639.86283777145
2073,140433.89763461595
2074,172671.59714767465
2075,141097.63086689683
2076,125036.93645663348
2077,129027.22707207194
2078,113227.35222293732
2079,134834.54417568145
